"Exe","Case","Click","ClickDescription","ClickMode","ClickHoldMs","ClickRepeat","ClientClickX","ClientClickY","PreClickStable","PreClickStableSamples","PreClickStableAttempts","PreClickLastChangedPercent","PreClickReady","PreClickNonblackPercent","PreClickTargetMeanLuma","PreClickTargetBrightPercent","ClickAttempted","PreClickReadinessNote","ScreenClickX","ScreenClickY","ClientWidth","ClientHeight","RenderScale","RenderX","RenderY","CaptureWidth","CaptureHeight","Before","After","BeforeHash","AfterHash","ChangedPercent","ExitedAfterClick","ExitCode","Passed","Error"
"C:\Clash\clash95_hd_mousedynorigin_20260422.exe","clash95_hd_mousedynorigin_20260422-centered-exit","centered-exit","native Exit plus 80,60 center offset","SendInput","250","2","320","285","True","2","3","0","True","72.58","105.579","38.495","True",,"403","391","800","600","1","83","106","800","600","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-211114\clash95_hd_mousedynorigin_20260422-centered-exit\before.png","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-211114\clash95_hd_mousedynorigin_20260422-centered-exit\after.png","8CAF719EB3C965CAD0F02C2E561086051CEFF99517B4C38D55DDDBBEC0A682AF","8CAF719EB3C965CAD0F02C2E561086051CEFF99517B4C38D55DDDBBEC0A682AF","0","False",,"False",
