"Exe","Case","Click","ClickDescription","ClickMode","ClientClickX","ClientClickY","ScreenClickX","ScreenClickY","ClientWidth","ClientHeight","RenderScale","RenderX","RenderY","CaptureWidth","CaptureHeight","Before","After","BeforeHash","AfterHash","ChangedPercent","ExitedAfterClick","ExitCode","Passed","Error"
"C:\Clash\clash95_hddisplay_absinput.exe","clash95_hddisplay_absinput-native-exit","native-exit","old 640x480 Exit button center","SendInput","240","225",,,,,,,,,,,,,,,"False",,"False","The term 'if' is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was included, verify that the path is correct and try again."
"C:\Clash\clash95_hddisplay_absinput.exe","clash95_hddisplay_absinput-centered-exit","centered-exit","native Exit plus 80,60 center offset","SendInput","320","285",,,,,,,,,,,,,,,"False",,"False","The term 'if' is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was included, verify that the path is correct and try again."
