"Exe","Case","Click","ClickDescription","ClickMode","ClientClickX","ClientClickY","ScreenClickX","ScreenClickY","ClientWidth","ClientHeight","RenderScale","RenderX","RenderY","CaptureWidth","CaptureHeight","Before","After","BeforeHash","AfterHash","ChangedPercent","ExitedAfterClick","ExitCode","Passed","Error"
"C:\Clash\clash95_hdmenu800_centered_absinput.exe","clash95_hdmenu800_centered_absinput-native-exit","native-exit","old 640x480 Exit button center","SendInput","240","225","1441","856","3840","2160","3","720","180","2400","1800","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-131211\clash95_hdmenu800_centered_absinput-native-exit\before.png","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-131211\clash95_hdmenu800_centered_absinput-native-exit\after.png","16358F056BC6FB2A63761965A41E8C4ACCFE01A95CA66CB6093A9C704B6C8462","16358F056BC6FB2A63761965A41E8C4ACCFE01A95CA66CB6093A9C704B6C8462","0","False",,"False",
"C:\Clash\clash95_hdgameplay_menu800_centered_absinput.exe","clash95_hdgameplay_menu800_centered_absinput-native-exit","native-exit","old 640x480 Exit button center","SendInput","240","225","1441","856","3840","2160","3","720","180","2400","1800","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-131211\clash95_hdgameplay_menu800_centered_absinput-native-exit\before.png","C:\Users\andrz\OneDrive\Pulpit\git\clash-hd\captures\clicktest-20260422-131211\clash95_hdgameplay_menu800_centered_absinput-native-exit\after.png","E3A849CCCE307B03DCBECB8BAECD755D6DD9E524538651C4A95B0E443303F449","E3A849CCCE307B03DCBECB8BAECD755D6DD9E524538651C4A95B0E443303F449","0","False",,"False",
