entry,name,calling_convention,parameter_count,body_address_count
0047311f,__wcpp_4_ctor_array_storage_1s__,unknown,0,12
0047312b,__wcpp_4_dtor_array_store__,unknown,0,33
0047314c,j_j__nfree_,unknown,0,5
00473163,W?dtor_the_array$n_pn$_RTARCTOR$$_pnv,unknown,0,52
00473197,__wcpp_4_dtor_array__,unknown,0,31
004731b6,start,unknown,0,5
00473238,W?fs_root$n__v,unknown,0,1
00473250,FUN_00473250,unknown,0,80
004732a0,FUN_004732a0,unknown,0,22
004732e0,FUN_004732e0,unknown,0,51
00473320,FUN_00473320,unknown,0,198
00473720,nullsub_27,unknown,0,3
004737b0,FUN_004737b0,unknown,0,19
004737d0,FUN_004737d0,unknown,0,19
004737f0,FUN_004737f0,unknown,0,36
00473820,FUN_00473820,unknown,0,17
00473840,FUN_00473840,unknown,0,106
004738b0,FUN_004738b0,unknown,0,21
004739c0,FUN_004739c0,unknown,0,15
004739d0,FUN_004739d0,unknown,0,22
004739f0,FUN_004739f0,unknown,0,13
00473a00,FUN_00473a00,unknown,0,170
00473ab0,FUN_00473ab0,unknown,0,96
00473b10,FUN_00473b10,unknown,0,451
00473ce0,FUN_00473ce0,unknown,0,54
00473d20,FUN_00473d20,unknown,0,57
00473e30,FUN_00473e30,unknown,0,48
00473e60,FUN_00473e60,unknown,0,117
00473ed5,thunk_FUN_0048703d,unknown,0,5
00473ee0,FUN_00473ee0,unknown,0,37
00473fb0,mem_putc_,unknown,0,19
00473fc3,vsprintf_,unknown,0,21
00473fd8,memset_,unknown,0,24
00473ff0,_nmalloc_,unknown,0,237
004740dd,_nfree_,unknown,0,260
004741f0,FUN_004741f0,unknown,0,2496
00474d60,FUN_00474d60,unknown,0,42
00474de0,FUN_00474de0,unknown,0,160
00475080,FUN_00475080,unknown,0,472
004753e0,FUN_004753e0,unknown,0,53
004754b0,IO_StreamWrite,unknown,0,25
00475a0c,__wcpp_4_static_init__,unknown,0,57
00475a45,__wcpp_4_copy_array__,unknown,0,62
00475a83,IO_ParseOpenModeFlags,unknown,0,283
00475b9e,FUN_00475b9e,unknown,0,230
00475c84,FUN_00475c84,unknown,0,68
00475cc8,FUN_00475cc8,unknown,0,10
00475dc3,fclose_,unknown,0,63
00475e02,__shutdown_stream_,unknown,0,21
00475e17,__hex_,unknown,0,12
00475e23,__MkTmpFile_,unknown,0,170
00475ecd,__doclose_,unknown,0,189
00475f8a,fwrite_,unknown,0,518
00476190,initrandnext_,unknown,0,10
0047619a,rand_,unknown,0,36
004761be,srand_,unknown,0,16
004761ce,sprintf_,unknown,0,33
004761ef,FUN_004761ef,unknown,0,73
00476238,FUN_00476238,unknown,0,27
00476253,strlwr_,unknown,0,30
00476271,toupper_,unknown,0,14
0047627f,time_,unknown,0,47
004762ae,FUN_004762ae,unknown,0,13
004762bb,close_,unknown,0,70
00476301,FUN_00476301,unknown,0,33
00476322,thunk_FUN_00488df2,unknown,0,5
00476330,strcmp_,unknown,0,161
004763d2,__I8D,unknown,0,85
00476427,__U8D,unknown,0,142
004764b5,fread_,unknown,0,517
004766ba,W?base_next$_WCIsvListBase$n_x_pnx$WCSLink$$i_pn$2$,unknown,0,22
004766d0,W?base_insert$_WCIsvListBase$n_pn$WCSLink$$_v,unknown,0,33
004766f1,W?base_index_check$_WCIsvListBase$n_x_i_i,unknown,0,54
00476727,W?base_bfind$_WCIsvListBase$n_x_i_pn$WCSLink$$,unknown,0,26
00476741,W?base_sfind$_WCIsvListBase$n_x_i_pn$WCSLink$$,unknown,0,13
0047674e,W?base_dfind$_WCIsvListBase$n_x_i_pn$WCDLink$$,unknown,0,76
0047679a,W?base_sget$_WCIsvListBase$n_i_pn$WCSLink$$,unknown,0,48
004767ca,W?base_dget$_WCIsvListBase$n_i_pn$WCDLink$$,unknown,0,1
00476809,W?base_index$_WCIsvListBase$n_x_pnx$WCSLink$$_i,unknown,0,1
00476847,W?base_clear$_WCIsvListBase$n__v,unknown,0,15
00476856,W?base_destroy$_WCIsvListBase$n__v,unknown,0,65
00476897,W?$dt_WCIsvListBase$n___,unknown,0,29
004768b4,W?base_advance$_WCListIterBase$n_i_pn$WCSLink$$,unknown,0,1
00476948,W?base_retreat$_WCListIterBase$n_i_pn$WCDLink$$,unknown,0,1
004769e1,W?base_tail_hit$_WCListIterBase$n_pn$WCSLink$$_pn$2$,unknown,0,1
004769ff,W?base_tail_unhit$_WCListIterBase$n_pn$WCSLink$$_v,unknown,0,1
00476a0b,nullsub_7,unknown,0,1
00476a32,W?__setiofEFGfmt$n__v,unknown,0,1
00476a5c,nullsub_34,unknown,0,1
00476a5d,nullsub_36,unknown,0,1
00476a5e,strrchr_,unknown,0,26
00476a78,thunk_FUN_00489d18,unknown,0,5
00476ca0,FUN_00476ca0,unknown,0,124
00476d20,FUN_00476d20,unknown,0,426
00476ed0,FUN_00476ed0,unknown,0,103
00476f60,FUN_00476f60,unknown,0,326
004770b0,FUN_004770b0,unknown,0,191
00477370,FUN_00477370,unknown,0,346
004776d0,FUN_004776d0,unknown,0,52
00477ce0,FUN_00477ce0,unknown,0,113
00477ec0,FUN_00477ec0,unknown,0,112
004780a0,FUN_004780a0,unknown,0,72
004781d0,j_flushall_,unknown,0,5
00478410,FUN_00478410,unknown,0,12
00478420,FUN_00478420,unknown,0,40
00478450,FUN_00478450,unknown,0,132
004784e0,FUN_004784e0,unknown,0,81
00478540,FUN_00478540,unknown,0,80
00478590,FUN_00478590,unknown,0,90
004785f0,FUN_004785f0,unknown,0,20
00478610,FUN_00478610,unknown,0,81
00478670,FUN_00478670,unknown,0,111
004786e0,FUN_004786e0,unknown,0,61
00478720,FUN_00478720,unknown,0,74
00478770,FUN_00478770,unknown,0,181
00478880,FUN_00478880,unknown,0,30
004788a0,FUN_004788a0,unknown,0,70
004788f0,FUN_004788f0,unknown,0,87
00478950,FUN_00478950,unknown,0,101
004789c0,FUN_004789c0,unknown,0,46
004789f0,FUN_004789f0,unknown,0,107
00478a60,FUN_00478a60,unknown,0,163
00478b10,FUN_00478b10,unknown,0,88
00478b70,FUN_00478b70,unknown,0,44
00478ba0,FUN_00478ba0,unknown,0,44
00478bd0,FUN_00478bd0,unknown,0,31
00478c10,W?Unlock$_CSyncObject$n_lpnl_i_1,unknown,0,6
00478e30,FUN_00478e30,unknown,0,153
00478f50,FUN_00478f50,unknown,0,50
00478fd0,FUN_00478fd0,unknown,0,67
004790e0,FUN_004790e0,unknown,0,96
00479140,FUN_00479140,unknown,0,35
004791a0,FUN_004791a0,unknown,0,267
004792f0,FUN_004792f0,unknown,0,49
00479330,FUN_00479330,unknown,0,59
00479370,FUN_00479370,unknown,0,85
004793d0,FUN_004793d0,unknown,0,77
00479420,FUN_00479420,unknown,0,193
004794f0,FUN_004794f0,unknown,0,108
00479560,FUN_00479560,unknown,0,112
004795d0,FUN_004795d0,unknown,0,32
004798f0,FUN_004798f0,unknown,0,64
00479980,FUN_00479980,unknown,0,35
004799b0,FUN_004799b0,unknown,0,47
004799e0,FUN_004799e0,unknown,0,47
00479a10,FUN_00479a10,unknown,0,196
00479ae0,FUN_00479ae0,unknown,0,18
00479be0,FUN_00479be0,unknown,0,32
00479c00,nullsub_30,unknown,0,1
00479c10,nullsub_28,unknown,0,1
00479c30,FUN_00479c30,unknown,0,8
00479c40,FUN_00479c40,unknown,0,55
00479d10,nullsub_29,unknown,0,1
00479d60,FUN_00479d60,unknown,0,123
00479de0,FUN_00479de0,unknown,0,55
00479ec0,FUN_00479ec0,unknown,0,4
00479ed0,FUN_00479ed0,unknown,0,4
00479ee0,FUN_00479ee0,unknown,0,111
00479f70,FUN_00479f70,unknown,0,419
0047a1a0,FUN_0047a1a0,unknown,0,432
0047a350,FUN_0047a350,unknown,0,33
0047a3f0,Lexer_EmitSlotBinding,unknown,0,179
0047a730,Module_AllocList,unknown,0,277
0047a850,FUN_0047a850,unknown,0,163
0047a900,FUN_0047a900,unknown,0,74
0047a950,FUN_0047a950,unknown,0,74
0047a9a0,FUN_0047a9a0,unknown,0,23
0047a9c0,FUN_0047a9c0,unknown,0,80
0047aa40,FUN_0047aa40,unknown,0,4
0047aa50,Rules_Log,unknown,0,14
0047aa80,FUN_0047aa80,unknown,0,6
0047ab20,FUN_0047ab20,unknown,0,34
0047ab50,FUN_0047ab50,unknown,0,331
0047b1a0,FUN_0047b1a0,unknown,0,205
0047b270,FUN_0047b270,unknown,0,126
0047b4c0,FUN_0047b4c0,unknown,0,420
0047b670,Rules_CollectFactsToArray,unknown,0,539
0047b890,FUN_0047b890,unknown,0,148
0047b930,FUN_0047b930,unknown,0,166
0047ba31,FUN_0047ba31,unknown,0,63
0047ba70,FUN_0047ba70,unknown,0,22
0047ba86,FUN_0047ba86,unknown,0,272
0047bb96,memmove_,unknown,0,77
0047bbe3,strupr_,unknown,0,30
0047bd10,FUN_0047bd10,unknown,0,531
0047bf30,FUN_0047bf30,unknown,0,69
0047bf80,FUN_0047bf80,unknown,0,69
0047bfd0,Time_Sleep,unknown,0,231
0047c180,nullsub_35,unknown,0,1
0047c181,FUN_0047c181,unknown,0,16
0047c191,FUN_0047c191,unknown,0,47
0047c1c0,FUN_0047c1c0,unknown,0,32
0047c200,FUN_0047c200,unknown,0,47
0047c2b0,FUN_0047c2b0,unknown,0,70
0047c340,FUN_0047c340,unknown,0,6
0047c350,FUN_0047c350,unknown,0,6
0047c360,FUN_0047c360,unknown,0,6
0047c370,FUN_0047c370,unknown,0,93
0047c410,FUN_0047c410,unknown,0,189
0047c4d0,unknown_libname_6,unknown,0,1
0047c4e0,FUN_0047c4e0,unknown,0,32
0047c530,FUN_0047c530,unknown,0,171
0047c5e0,FUN_0047c5e0,unknown,0,34
0047c610,FUN_0047c610,unknown,0,32
0047c660,FUN_0047c660,unknown,0,32
0047c680,FUN_0047c680,unknown,0,42
0047c6b0,FUN_0047c6b0,unknown,0,6
0047c6c0,FUN_0047c6c0,unknown,0,6
0047c6d0,FUN_0047c6d0,unknown,0,139
0047c760,FUN_0047c760,unknown,0,58
0047c7a0,FUN_0047c7a0,unknown,0,136
0047c830,FUN_0047c830,unknown,0,32
0047c850,FUN_0047c850,unknown,0,923
0047cbf0,FUN_0047cbf0,unknown,0,245
0047ccf0,FUN_0047ccf0,unknown,0,359
0047ce60,FUN_0047ce60,unknown,0,80
0047ceb0,FUN_0047ceb0,unknown,0,6
0047cec0,FUN_0047cec0,unknown,0,201
0047cf90,FUN_0047cf90,unknown,0,34
0047cfc0,FUN_0047cfc0,unknown,0,27
0047cfe0,FUN_0047cfe0,unknown,0,27
0047d020,FUN_0047d020,unknown,0,27
0047d040,W?Unlock$_CSyncObject$n_lpnl_i_2,unknown,0,6
0047d050,FUN_0047d050,unknown,0,68
0047d0e0,FUN_0047d0e0,unknown,0,131
0047d320,FUN_0047d320,unknown,0,60
0047d360,FUN_0047d360,unknown,0,101
0047d510,_plib_malloc__1,unknown,0,5
0047d520,j_rand_,unknown,0,5
0047d530,j_srand_,unknown,0,5
0047d540,FUN_0047d540,unknown,0,16
0047d550,FUN_0047d550,unknown,0,16
0047d560,FUN_0047d560,unknown,0,49
0047d5a0,FUN_0047d5a0,unknown,0,94
0047d600,FUN_0047d600,unknown,0,33
0047d630,FUN_0047d630,unknown,0,10
0047d660,FUN_0047d660,unknown,0,101
0047d720,FUN_0047d720,unknown,0,50
0047d760,FUN_0047d760,unknown,0,50
0047d7a0,FUN_0047d7a0,unknown,0,97
0047d810,FUN_0047d810,unknown,0,184
0047d8d0,FUN_0047d8d0,unknown,0,81
0047d930,FUN_0047d930,unknown,0,81
0047d990,FUN_0047d990,unknown,0,65
0047d9e0,FUN_0047d9e0,unknown,0,122
0047da60,FUN_0047da60,unknown,0,321
0047dbb0,FUN_0047dbb0,unknown,0,31
0047dd60,FUN_0047dd60,unknown,0,18
0047dda0,FUN_0047dda0,unknown,0,209
0047de80,FUN_0047de80,unknown,0,258
0047df90,FUN_0047df90,unknown,0,75
0047dfe0,FUN_0047dfe0,unknown,0,30
0047e000,FUN_0047e000,unknown,0,8
0047e0d0,FUN_0047e0d0,unknown,0,107
0047e140,FUN_0047e140,unknown,0,82
0047e1a0,FUN_0047e1a0,unknown,0,34
0047e1d0,FUN_0047e1d0,unknown,0,219
0047e2c0,FUN_0047e2c0,unknown,0,53
0047e310,FUN_0047e310,unknown,0,6
0047e320,FUN_0047e320,unknown,0,122
0047e3a0,FUN_0047e3a0,unknown,0,6
0047e3f0,FUN_0047e3f0,unknown,0,81
0047e450,FUN_0047e450,unknown,0,109
0047e4c0,FUN_0047e4c0,unknown,0,100
0047e530,FUN_0047e530,unknown,0,37
0047e5c0,FUN_0047e5c0,unknown,0,139
0047e770,FUN_0047e770,unknown,0,40
0047e7a0,FUN_0047e7a0,unknown,0,6
0047e7b0,unknown_libname_7,unknown,0,16
0047e7c0,FUN_0047e7c0,unknown,0,184
0047e8e4,FUN_0047e8e4,unknown,0,34
0047e910,FUN_0047e910,unknown,0,1765
0047f000,FUN_0047f000,unknown,0,89
0047f060,FUN_0047f060,unknown,0,300
0047f190,FUN_0047f190,unknown,0,24
0047f1c0,FUN_0047f1c0,unknown,0,213
0047f2c0,FUN_0047f2c0,unknown,0,43
0047f340,FUN_0047f340,unknown,0,56
0047f410,FUN_0047f410,unknown,0,34
0047f440,FUN_0047f440,unknown,0,58
0047f480,FUN_0047f480,unknown,0,42
0047f4b0,FUN_0047f4b0,unknown,0,31
0047f6a0,FUN_0047f6a0,unknown,0,68
0047f720,FUN_0047f720,unknown,0,145
0047f820,FUN_0047f820,unknown,0,19
0047f8f0,FUN_0047f8f0,unknown,0,667
0047fb90,Rules_RetractFactById,unknown,0,91
0047fbf0,FUN_0047fbf0,unknown,0,192
0047fe80,FUN_0047fe80,unknown,0,238
0047ff70,Rules_AssertFact,unknown,0,263
004800f0,FUN_004800f0,unknown,0,97
00480160,FUN_00480160,unknown,0,104
004801d0,FUN_004801d0,unknown,0,16
004801f0,FUN_004801f0,unknown,0,6
00480220,FUN_00480220,unknown,0,79
00480270,FUN_00480270,unknown,0,21
00480910,FUN_00480910,unknown,0,222
004809f0,FUN_004809f0,unknown,0,247
00480af0,FUN_00480af0,unknown,0,204
00480bc0,FUN_00480bc0,unknown,0,27
00480be0,FUN_00480be0,unknown,0,8
00480bf0,Rules_RegisterHostFunction,unknown,0,355
00480d60,FUN_00480d60,unknown,0,49
00480dd0,FUN_00480dd0,unknown,0,66
00480e80,FUN_00480e80,unknown,0,28
00480f10,FUN_00480f10,unknown,0,88
00480f70,FUN_00480f70,unknown,0,6
00481010,Rules_MakeSymbol,unknown,0,57
00481050,FUN_00481050,unknown,0,57
00481090,FUN_00481090,unknown,0,108
00481100,FUN_00481100,unknown,0,184
004811c0,FUN_004811c0,unknown,0,245
004812c0,FUN_004812c0,unknown,0,226
004813b0,FUN_004813b0,unknown,0,99
00481420,FUN_00481420,unknown,0,36
00481450,Lexer_TokenExpect,unknown,0,72
004814a0,FUN_004814a0,unknown,0,168
00481550,Lexer_ParseValueList,unknown,0,461
00481720,FUN_00481720,unknown,0,151
004817c0,FUN_004817c0,unknown,0,164
00481870,FUN_00481870,unknown,0,69
004818c0,FUN_004818c0,unknown,0,97
00481930,FUN_00481930,unknown,0,134
004819c0,FUN_004819c0,unknown,0,84
00481a20,FUN_00481a20,unknown,0,126
00481aa0,FUN_00481aa0,unknown,0,134
00481b30,FUN_00481b30,unknown,0,225
00481c20,Parser_ReportError,unknown,0,126
00481ca0,FUN_00481ca0,unknown,0,44
00481cd0,FUN_00481cd0,unknown,0,153
00481d70,Str_Intern,unknown,0,334
00481ec0,FUN_00481ec0,unknown,0,60
00481f00,FUN_00481f00,unknown,0,251
00482000,FUN_00482000,unknown,0,201
00482100,FUN_00482100,unknown,0,341
00482260,FUN_00482260,unknown,0,272
00482370,FUN_00482370,unknown,0,195
00482440,FUN_00482440,unknown,0,62
00482480,FUN_00482480,unknown,0,29
004824a0,FUN_004824a0,unknown,0,144
00482530,FUN_00482530,unknown,0,116
004825b0,FUN_004825b0,unknown,0,80
00482600,FUN_00482600,unknown,0,80
00482650,FUN_00482650,unknown,0,116
004826d0,FUN_004826d0,unknown,0,214
004827b0,FUN_004827b0,unknown,0,128
00482830,FUN_00482830,unknown,0,116
004828b0,FUN_004828b0,unknown,0,308
004829f0,FUN_004829f0,unknown,0,6
00482a10,FUN_00482a10,unknown,0,6
00482a30,FUN_00482a30,unknown,0,6
00482a50,FUN_00482a50,unknown,0,6
00482b80,Mem_AllocArray,unknown,0,35
00482bb0,FUN_00482bb0,unknown,0,281
00482cd0,FUN_00482cd0,unknown,0,100
00482d40,FUN_00482d40,unknown,0,36
00482d70,FUN_00482d70,unknown,0,381
00482ef0,FUN_00482ef0,unknown,0,330
00483040,FUN_00483040,unknown,0,4
00483050,FUN_00483050,unknown,0,4
00483060,FUN_00483060,unknown,0,57
004830a0,FUN_004830a0,unknown,0,240
00483190,FUN_00483190,unknown,0,31
004831b0,FUN_004831b0,unknown,0,118
00483230,FUN_00483230,unknown,0,195
00483300,FUN_00483300,unknown,0,143
00483390,FUN_00483390,unknown,0,161
00483440,FUN_00483440,unknown,0,35
00483470,FUN_00483470,unknown,0,43
004834a0,FUN_004834a0,unknown,0,116
00483520,FUN_00483520,unknown,0,43
00483550,FUN_00483550,unknown,0,1040
00483960,FUN_00483960,unknown,0,352
00483ac0,FUN_00483ac0,unknown,0,196
00483b90,FUN_00483b90,unknown,0,107
00483c00,FUN_00483c00,unknown,0,107
00483c70,FUN_00483c70,unknown,0,68
00483cd0,FUN_00483cd0,unknown,0,6
00483ce0,FUN_00483ce0,unknown,0,151
00483d80,FUN_00483d80,unknown,0,57
00483dc0,FUN_00483dc0,unknown,0,170
00483fb0,FUN_00483fb0,unknown,0,219
004841b6,__CHP,unknown,0,29
004841d3,fgets_,unknown,0,117
00484248,cget_string_,unknown,0,41
00484271,uncget_string_,unknown,0,4
00484275,vsscanf_,unknown,0,39
0048429c,sscanf_,unknown,0,33
004842bd,j____wcpp_4_fs_handler_rtn_,unknown,0,5
004842c8,W?$ct___ExcString$n_pnxa__,unknown,0,19
004842db,W?$ct___ExcString$n___,unknown,0,3
004842de,W?$cv___ExcString$n_x__pnxa,unknown,0,1
004842df,FUN_004842df,unknown,0,564
0048455b,FUN_0048455b,unknown,0,113
0048469f,FUN_0048469f,unknown,0,550
004849ee,FUN_004849ee,unknown,0,72
00484a65,W?$ct_bad_exception$n___,unknown,0,136
00484b45,W?$dt_bad_exception$n___,unknown,0,135
00484bcc,W?what$_bad_exception$n_x__pnxa,unknown,0,1
00484c1c,do_getch_,unknown,0,269
00484d29,getch_,unknown,0,124
00484da5,abort_,unknown,0,1
00484dab,__terminate_,unknown,0,18
00484dea,flushall_,unknown,0,5
00484def,__flushall_,unknown,0,59
00484e2a,stricmp_,unknown,0,59
00484e65,_beginthreadex_,unknown,0,23
00484e7c,_endthreadex_,unknown,0,7
00484ebb,FUN_00484ebb,unknown,0,66
00484f53,FUN_00484f53,unknown,0,188
0048507c,FUN_0048507c,unknown,0,32
0048509c,FUN_0048509c,unknown,0,42
004850c6,fputs_,unknown,0,150
0048515c,strstr_,unknown,0,1
0048521a,strncpy_,unknown,0,37
0048523f,unknown_libname_2,unknown,0,87
00485296,FUN_00485296,unknown,0,87
004852ed,tolower_,unknown,0,14
004852fb,_dosret0_,unknown,0,1
00485302,_dosretax_,unknown,0,1
00485306,__set_errno_dos_,unknown,0,81
00485357,__set_errno_nt_,unknown,0,17
00485374,FUN_00485374,unknown,0,5
00485379,nullsub_8,unknown,0,1
0048537a,j___NTAddFileHandle_,unknown,0,5
0048537f,j___NTRemoveFileHandle_,unknown,0,5
00485384,FUN_00485384,unknown,0,555
004855af,FUN_004855af,unknown,0,82
00485601,FUN_00485601,unknown,0,66
00485643,callit_,unknown,0,12
0048564f,__InitRtns,unknown,0,76
0048569b,__FiniRtns,unknown,0,81
004856f0,FUN_004856f0,unknown,0,70
00485740,FUN_00485740,unknown,0,35
00485770,FUN_00485770,unknown,0,39
004857a0,FUN_004857a0,unknown,0,428
00485950,FUN_00485950,unknown,0,77
004859a0,FUN_004859a0,unknown,0,84
00485a00,FUN_00485a00,unknown,0,84
00485a60,FUN_00485a60,unknown,0,97
00485ad0,FUN_00485ad0,unknown,0,97
00485b40,FUN_00485b40,unknown,0,114
00485bc0,FUN_00485bc0,unknown,0,102
00485c30,FUN_00485c30,unknown,0,71
00485c80,FUN_00485c80,unknown,0,145
00485d20,FUN_00485d20,unknown,0,68
00485d70,FUN_00485d70,unknown,0,139
00485e00,FUN_00485e00,unknown,0,36
00485e30,FUN_00485e30,unknown,0,47
00485e60,Output_Write,unknown,0,122
00485ee0,Lexer_PeekChar,unknown,0,163
00485f90,Lexer_SkipChar,unknown,0,89
00486020,FUN_00486020,unknown,0,78
00486080,FUN_00486080,unknown,0,201
00486150,FUN_00486150,unknown,0,94
004861b0,FUN_004861b0,unknown,0,42
004861e0,FUN_004861e0,unknown,0,24
00486200,FUN_00486200,unknown,0,53
00486240,FUN_00486240,unknown,0,57
00486280,FUN_00486280,unknown,0,6
00486290,FUN_00486290,unknown,0,6
004862a0,FUN_004862a0,unknown,0,6
004862c0,FUN_004862c0,unknown,0,68
00486304,__wcpp_4_ctor_varray__,unknown,0,62
00486342,__wcpp_4_fatal_runtime_error__,unknown,0,39
00486369,FUN_00486369,unknown,0,170
00486413,nullsub_9,unknown,0,1
00486414,FUN_00486414,unknown,0,84
00486468,FUN_00486468,unknown,0,46
004864c7,j___NTAddFileHandle__0,unknown,0,5
0048651d,FUN_0048651d,unknown,0,97
00486583,FUN_00486583,unknown,0,39
004865ee,FUN_004865ee,unknown,0,58
00486628,FUN_00486628,unknown,0,85
0048667d,FUN_0048667d,unknown,0,79
004866cc,FUN_004866cc,unknown,0,85
0048674d,FUN_0048674d,unknown,0,284
0048703d,FUN_0048703d,unknown,0,44
00487069,FUN_00487069,unknown,0,705
0048732a,FUN_0048732a,unknown,0,333
00487477,FUN_00487477,unknown,0,93
004874d4,FUN_004874d4,unknown,0,36
004874f8,FUN_004874f8,unknown,0,105
00487561,FUN_00487561,unknown,0,94
004875bf,FUN_004875bf,unknown,0,219
0048769a,FUN_0048769a,unknown,0,7
004876a1,FUN_004876a1,unknown,0,67
004876e4,FUN_004876e4,unknown,0,88
0048773c,FUN_0048773c,unknown,0,1436
00487cd8,FUN_00487cd8,unknown,0,24
00487cf0,__STOSB,unknown,0,49
00487d27,__STOSD,unknown,0,108
00487da0,__MemAllocator,unknown,0,175
00487e50,__MemFree,unknown,0,304
00487f80,__LinkUpNewMHeap_,unknown,0,116
00487ff4,__CreateNewNHeap_,unknown,0,146
00488086,__ExpandDGROUP_,unknown,0,17
00488097,__AdjustAmount_,unknown,0,74
004880e1,FUN_004880e1,unknown,0,3
004880e4,W?$ct___lock$n___,unknown,0,1
004880fb,W?$dt___lock$n___,unknown,0,1
00488108,W?p$___lock$n__v,unknown,0,7
0048810f,W?v$___lock$n__v,unknown,0,7
00488116,W?$ct___fn_lock$n_pn$__lock$$__,unknown,0,1
00488126,W?$dt___fn_lock$n___,unknown,0,1
00488134,W?fini$n__v,unknown,0,1
00488143,__set_errno_,unknown,0,14
00488151,__set_EDOM_,unknown,0,7
00488158,__set_ERANGE_,unknown,0,7
0048815f,__set_EINVAL_,unknown,0,1
0048816f,__set_doserrno_,unknown,0,14
0048817d,FUN_0048817d,unknown,0,36
004881a1,FUN_004881a1,unknown,0,39
004881c8,FUN_004881c8,unknown,0,521
004883d1,__allocfp_,unknown,0,187
0048848c,__freefp_,unknown,0,57
004884c5,__purgefp_,unknown,0,1
004884e3,__chktty_,unknown,0,49
00488514,FUN_00488514,unknown,0,12
00488520,tmpfile_,unknown,0,1
00488615,__GetTmpPath_,unknown,0,200
004886dd,__flush_,unknown,0,271
004887ec,ftell_,unknown,0,89
00488845,lseek_,unknown,0,116
004888b9,__close_,unknown,0,141
00488946,__ioalloc_,unknown,0,135
004889cd,__qwrite_,unknown,0,202
00488a97,FUN_00488a97,unknown,0,222
00488b75,__getctime_,unknown,0,103
00488bdc,FUN_00488bdc,unknown,0,399
00488d6b,__IOMode_,unknown,0,85
00488dc0,__SetIOMode_,unknown,0,33
00488df2,FUN_00488df2,unknown,0,192
00488eb2,FUN_00488eb2,unknown,0,146
00488f44,fgetc_,unknown,0,197
00489009,FUN_00489009,unknown,0,3
0048900c,__filbuf_,unknown,0,44
00489038,FUN_00489038,unknown,0,4
0048903c,__fill_buffer_,unknown,0,176
00489107,W?_no_support_loaded$n__v,unknown,0,18
00489119,__cnvs2d_,unknown,0,1
00489127,__cnvd2f_,unknown,0,1
0048919b,CalcScaleFactor_,unknown,0,93
004891f8,_do_LDScale10x_,unknown,0,129
00489279,_LDScale10x_,unknown,0,68
004892d3,__LDcvt_,unknown,0,1
00489715,DoFFormat_,unknown,0,1
00489933,DoEFormat_,unknown,0,1
00489c8f,__save_8087_,unknown,0,1
00489c94,__rest_8087_,unknown,0,1
00489c98,__init_8087_,unknown,0,1
00489cc9,_fpreset_,unknown,0,1
00489cd3,__chk8087_,unknown,0,1
00489d17,nullsub_10,unknown,0,1
00489d18,FUN_00489d18,unknown,0,27
00489d33,setvbuf_,unknown,0,119
00489daa,FUN_00489daa,unknown,0,186
00489e64,FUN_00489e64,unknown,0,98
00489ec6,FUN_00489ec6,unknown,0,126
00489f44,_findclose_,unknown,0,25
00489f5d,_findnext_,unknown,0,93
00489fba,FUN_00489fba,unknown,0,29
00489fd7,FUN_00489fd7,unknown,0,27
00489ff2,getcwd_,unknown,0,129
0048a080,FUN_0048a080,unknown,0,22
0048a0a0,Rules_Builtin_0,unknown,0,3
0048a0b0,nullsub_32,unknown,0,1
0048a0c0,Rules_Builtin_1,unknown,0,6
0048a0d0,Rules_Builtin_2,unknown,0,3
0048a0e0,Rules_Builtin_3,unknown,0,3
0048a160,nullsub_31,unknown,0,1
0048a1ed,strncmp_,unknown,0,41
0048a216,fflush_,unknown,0,16
0048a230,FUN_0048a230,unknown,0,112
0048a3b0,FUN_0048a3b0,unknown,0,237
0048a4a0,FUN_0048a4a0,unknown,0,457
0048a670,FUN_0048a670,unknown,0,367
0048a910,FUN_0048a910,unknown,0,97
0048a980,FUN_0048a980,unknown,0,145
0048aa20,FUN_0048aa20,unknown,0,60
0048aa80,FUN_0048aa80,unknown,0,70
0048ab10,FUN_0048ab10,unknown,0,63
0048ab50,FUN_0048ab50,unknown,0,71
0048aba0,FUN_0048aba0,unknown,0,117
0048ac20,FUN_0048ac20,unknown,0,76
0048ac70,FUN_0048ac70,unknown,0,6
0048ac80,unknown_libname_8,unknown,0,16
0048ac90,FUN_0048ac90,unknown,0,69
0048ace0,FUN_0048ace0,unknown,0,264
0048adf0,FUN_0048adf0,unknown,0,13
0048ae10,FUN_0048ae10,unknown,0,149
0048af40,FUN_0048af40,unknown,0,187
0048b000,Str_Concat,unknown,0,73
0048b050,Str_Append,unknown,0,150
0048b0f0,FUN_0048b0f0,unknown,0,123
0048b170,Str_AppendCharEscaping,unknown,0,99
0048b1e0,FUN_0048b1e0,unknown,0,139
0048b270,FUN_0048b270,unknown,0,112
0048b2e0,FUN_0048b2e0,unknown,0,224
0048b3c0,nullsub_11,unknown,0,1
0048b510,FUN_0048b510,unknown,0,20
0048b570,FUN_0048b570,unknown,0,177
0048b630,W?OnInitialUpdate$_CControlBar$n__v,unknown,0,1
0048b660,FUN_0048b660,unknown,0,226
0048b750,FUN_0048b750,unknown,0,53
0048b790,FUN_0048b790,unknown,0,75
0048bb40,FUN_0048bb40,unknown,0,138
0048bc00,FUN_0048bc00,unknown,0,157
0048bd30,FUN_0048bd30,unknown,0,19
0048bd50,Lexer_ParseSlotConstraint,unknown,0,127
