entry,name,calling_convention,parameter_count,body_address_count
00441d20,FUN_00441d20,unknown,0,154
00441dc0,FUN_00441dc0,unknown,0,154
00441e60,FUN_00441e60,unknown,0,154
00441f00,FUN_00441f00,unknown,0,898
00442290,FUN_00442290,unknown,0,800
004425b0,FUN_004425b0,unknown,0,45
004425e0,FUN_004425e0,unknown,0,147
00442680,FUN_00442680,unknown,0,63
004426c0,FUN_004426c0,unknown,0,146
004427c0,FUN_004427c0,unknown,0,48
004427f0,FUN_004427f0,unknown,0,200
00442990,FUN_00442990,unknown,0,38
004429c0,FUN_004429c0,unknown,0,6
004429d0,FUN_004429d0,unknown,0,243
00442ad0,FUN_00442ad0,unknown,0,423
00442c80,loadFileSusp,unknown,0,248
00442d80,W?Unlock$_CSyncObject$n_lpnl_i_0,unknown,0,1
00442d90,Port_FindAndInit,unknown,0,453
00442f60,Rules_LogPortLocation,unknown,0,76
00442fb0,Port_NewTurn,unknown,0,153
00443090,Port_BuildShorePieces,unknown,0,342
00443230,FUN_00443230,unknown,0,12
00443240,FUN_00443240,unknown,0,773
00443550,Port_GetSupply,unknown,0,844
004438a0,UI_DrawPanelWithSprite,unknown,0,696
00443b60,FUN_00443b60,unknown,0,69
00443bb0,FUN_00443bb0,unknown,0,102
00443c20,FUN_00443c20,unknown,0,652
00443eb0,FUN_00443eb0,unknown,0,667
00444150,FUN_00444150,unknown,0,610
004443c0,FUN_004443c0,unknown,0,16
004443d0,FUN_004443d0,unknown,0,16
004443e0,saveGame,unknown,0,1
00444490,FUN_00444490,unknown,0,528
004446e0,FUN_004446e0,unknown,0,109
00444750,FUN_00444750,unknown,0,47
00445360,UI_ShowInfoWindow,unknown,0,1394
004458e0,FUN_004458e0,unknown,0,178
004459a0,FUN_004459a0,unknown,0,103
00445a40,UI_CheatEditRepaint,unknown,0,184
00445ce0,FUN_00445ce0,unknown,0,1357
00446230,FUN_00446230,unknown,0,511
00446480,FUN_00446480,unknown,0,1128
004468f0,YesNoWindow,unknown,0,960
00446cb0,FUN_00446cb0,unknown,0,649
00446f40,FUN_00446f40,unknown,0,995
00447330,UI_NotifyText,unknown,0,725
00447610,UI_ShowMissionStatusPanel,unknown,0,138
004476a0,nullsub_3,unknown,0,1
004476b0,FUN_004476b0,unknown,0,3
004477a0,FUN_004477a0,unknown,0,17
004477c0,UI_WaitForAnyKeyOrClick,unknown,0,117
00447840,UI_StartAnims,unknown,0,337
004479c0,PlayGame_Dispatch,unknown,0,823
00448d10,FUN_00448d10,unknown,0,254
00448ea0,FUN_00448ea0,unknown,0,170
00449330,FUN_00449330,unknown,0,234
0044a110,FUN_0044a110,unknown,0,44
0044a140,FUN_0044a140,unknown,0,240
0044a510,FUN_0044a510,unknown,0,445
0044a6d0,FUN_0044a6d0,unknown,0,419
0044a880,FUN_0044a880,unknown,0,36
0044a8b0,FUN_0044a8b0,unknown,0,36
0044a8e0,FUN_0044a8e0,unknown,0,60
0044a920,lodaOptionsCfg,unknown,0,86
0044a980,FUN_0044a980,unknown,0,55
0044a9c0,FUN_0044a9c0,unknown,0,169
0044ad60,FUN_0044ad60,unknown,0,165
0044ae10,FUN_0044ae10,unknown,0,28
0044ae90,loadMap,unknown,0,1119
0044c2a0,FUN_0044c2a0,unknown,0,430
0044c400,FUN_0044c400,unknown,0,10
0044c410,FUN_0044c410,unknown,0,180
0044d250,loadMultiplayerMaps,unknown,0,4175
0044e2a0,FUN_0044e2a0,unknown,0,174
0044e350,FUN_0044e350,unknown,0,1093
0044e7a0,FUN_0044e7a0,unknown,0,165
0044e850,FUN_0044e850,unknown,0,35
0044e880,FUN_0044e880,unknown,0,123
0044e900,Prisoner_SetInCastles,unknown,0,622
0044eb70,FUN_0044eb70,unknown,0,39
0044eba0,FUN_0044eba0,unknown,0,32
0044ebc0,Prisoner_Kill,unknown,0,39
0044ebf0,Prisoner_Behead,unknown,0,135
0044ec80,FUN_0044ec80,unknown,0,98
0044ecf0,FUN_0044ecf0,unknown,0,179
0044edb0,FUN_0044edb0,unknown,0,102
0044ee20,FUN_0044ee20,unknown,0,183
0044eee0,FUN_0044eee0,unknown,0,149
0044efa0,FUN_0044efa0,unknown,0,62
0044f1e0,FUN_0044f1e0,unknown,0,122
0044f260,FUN_0044f260,unknown,0,232
0044f350,FUN_0044f350,unknown,0,398
0044f4e0,FUN_0044f4e0,unknown,0,36
0044f510,FUN_0044f510,unknown,0,73
0044fc70,FUN_0044fc70,unknown,0,273
0044fd90,FUN_0044fd90,unknown,0,215
004506b0,AI_FindActionCandidate,unknown,0,145
00450760,Queen_NewTurn,unknown,0,1004
00450ce0,FUN_00450ce0,unknown,0,262
00450df0,AI_ComputeNationStrengthPercent,unknown,0,475
00450fd0,FUN_00450fd0,unknown,0,381
00451150,UI_CheckEndTurnHotkey,unknown,0,126
00451d00,UI_ReadCheatString,unknown,0,238
00451df0,Rules_ShowBanner_StrategicClash,unknown,0,48
00451e20,FUN_00451e20,unknown,0,38
00451e46,FUN_00451e46,unknown,0,65
00451e87,FUN_00451e87,unknown,0,48
00451ec0,FUN_00451ec0,unknown,0,162
00451f70,FUN_00451f70,unknown,0,492
004521d0,FUN_004521d0,unknown,0,119
00452250,Rules_RetractArmyFact,unknown,0,144
00452390,FUN_00452390,unknown,0,963
00453080,_plib_malloc_,unknown,0,5
00453090,_plib_free_,unknown,0,5
004530a0,FUN_004530a0,unknown,0,11
004530b0,_plib_malloc__0,unknown,0,5
004530c0,_plib_free__0,unknown,0,5
004530d0,FUN_004530d0,unknown,0,51
00453110,FUN_00453110,unknown,0,393
004532a0,FUN_004532a0,unknown,0,416
00453440,FUN_00453440,unknown,0,435
00453600,FUN_00453600,unknown,0,359
00453770,FUN_00453770,unknown,0,435
00453930,Move_IsAtTargetOrCanStay,unknown,0,347
00453a90,Move_TryApproachTarget,unknown,0,499
00453c90,FUN_00453c90,unknown,0,456
00453e60,FUN_00453e60,unknown,0,378
00453fe0,FUN_00453fe0,unknown,0,458
004541b0,Move_CanEnterTile,unknown,0,90
00454210,Move_CommitIfWithinCost,unknown,0,288
00454330,FUN_00454330,unknown,0,604
00454590,FUN_00454590,unknown,0,600
004547f0,FUN_004547f0,unknown,0,11
00454800,FUN_00454800,unknown,0,93
00454860,FUN_00454860,unknown,0,298
00454990,FUN_00454990,unknown,0,11
004549a0,FUN_004549a0,unknown,0,61
004549e0,FUN_004549e0,unknown,0,51
00454a20,FUN_00454a20,unknown,0,128
00454ae0,FUN_00454ae0,unknown,0,289
00454d20,FUN_00454d20,unknown,0,330
00454e70,FUN_00454e70,unknown,0,87
00454ed0,FUN_00454ed0,unknown,0,121
00454f50,Rules_LinkArmyFact,unknown,0,285
00455070,FUN_00455070,unknown,0,119
004550f0,FUN_004550f0,unknown,0,81
00455150,FUN_00455150,unknown,0,56
00455190,j_Unit_AttemptNeighborMove,unknown,0,5
004551a0,FUN_004551a0,unknown,0,40
004551d0,FUN_004551d0,unknown,0,40
00455200,FUN_00455200,unknown,0,40
00455230,FUN_00455230,unknown,0,40
00455260,FUN_00455260,unknown,0,40
00455290,FUN_00455290,unknown,0,59
004552d0,Rules_AssertCastleFact,unknown,0,207
004553a0,Rules_RetractCastleFact,unknown,0,110
00455410,Game_GetTurnNumber,unknown,0,18
00455430,Rules_OnCastleUpdate,unknown,0,28
00455450,FUN_00455450,unknown,0,28
00455470,FUN_00455470,unknown,0,29
00455490,FUN_00455490,unknown,0,28
004554b0,FUN_004554b0,unknown,0,28
004554d0,FUN_004554d0,unknown,0,27
004554f0,FUN_004554f0,unknown,0,22
00455510,FUN_00455510,unknown,0,28
00455530,FUN_00455530,unknown,0,28
00455550,FUN_00455550,unknown,0,28
00455570,j_AI_TickNationPostTurn,unknown,0,5
00455580,FUN_00455580,unknown,0,29
004555a0,FUN_004555a0,unknown,0,23
004555c0,FUN_004555c0,unknown,0,28
004555e0,FUN_004555e0,unknown,0,23
00455600,FUN_00455600,unknown,0,31
00455620,FUN_00455620,unknown,0,34
00455650,FUN_00455650,unknown,0,28
00455670,FUN_00455670,unknown,0,28
00455690,FUN_00455690,unknown,0,41
004556c0,FUN_004556c0,unknown,0,28
004556e0,FUN_004556e0,unknown,0,28
00455700,FUN_00455700,unknown,0,28
00455720,FUN_00455720,unknown,0,28
00455740,FUN_00455740,unknown,0,114
004557c0,FUN_004557c0,unknown,0,28
004557e0,FUN_004557e0,unknown,0,28
00455800,FUN_00455800,unknown,0,28
00455820,thunk_FUN_0041f1a0,unknown,0,5
00455830,FUN_00455830,unknown,0,17
00455850,FUN_00455850,unknown,0,57
00455890,FUN_00455890,unknown,0,60
004558d0,FUN_004558d0,unknown,0,252
004559d0,FUN_004559d0,unknown,0,121
00455a50,FUN_00455a50,unknown,0,119
00455ad0,FUN_00455ad0,unknown,0,128
00455b50,FUN_00455b50,unknown,0,120
00455bd0,FUN_00455bd0,unknown,0,189
00455c90,FUN_00455c90,unknown,0,34
00455cc0,FUN_00455cc0,unknown,0,35
00455cf0,FUN_00455cf0,unknown,0,34
00455d20,FUN_00455d20,unknown,0,34
00455d50,FUN_00455d50,unknown,0,58
00455d90,FUN_00455d90,unknown,0,35
00455dc0,FUN_00455dc0,unknown,0,33
00455df0,FUN_00455df0,unknown,0,44
00455e20,FUN_00455e20,unknown,0,34
00455e50,FUN_00455e50,unknown,0,34
00455e80,FUN_00455e80,unknown,0,51
00455ec0,FUN_00455ec0,unknown,0,84
00455f20,FUN_00455f20,unknown,0,62
00455f60,FUN_00455f60,unknown,0,133
00455ff0,FUN_00455ff0,unknown,0,119
00456070,FUN_00456070,unknown,0,178
00456130,Building_OnGarrisonChange,unknown,0,125
004561b0,FUN_004561b0,unknown,0,1366
004570e3,FUN_004570e3,unknown,0,622
004577f0,FUN_004577f0,unknown,0,110
00457860,FUN_00457860,unknown,0,328
004579b0,FUN_004579b0,unknown,0,71
00457a00,j_Building_GetCapacity,unknown,0,5
00457a10,FUN_00457a10,unknown,0,391
00457ba0,FUN_00457ba0,unknown,0,90
00457c00,FUN_00457c00,unknown,0,403
00457da0,FUN_00457da0,unknown,0,29
00457dc0,FUN_00457dc0,unknown,0,51
00457e00,FUN_00457e00,unknown,0,73
00457e50,FUN_00457e50,unknown,0,10
00457e60,FUN_00457e60,unknown,0,382
00457fe0,FUN_00457fe0,unknown,0,376
00458160,FUN_00458160,unknown,0,84
004581c0,FUN_004581c0,unknown,0,84
00458220,FUN_00458220,unknown,0,131
004582b0,FUN_004582b0,unknown,0,1798
004589c0,FUN_004589c0,unknown,0,2150
00459230,FUN_00459230,unknown,0,161
004592e0,FUN_004592e0,unknown,0,654
00459570,FUN_00459570,unknown,0,481
00459760,createUnit,unknown,0,247
00459860,createCastle,unknown,0,470
00459a40,mapK1,unknown,0,519
00459ce0,mapK2,unknown,0,494
00459ed0,FUN_00459ed0,unknown,0,85
00459f50,mapK3,unknown,0,737
0045a280,mapK4,unknown,0,1241
0045a7c0,mapK5,unknown,0,980
0045ac00,mapK6,unknown,0,1448
0045b3c0,FUN_0045b3c0,unknown,0,43
0045b3f0,mapK7,unknown,0,1239
0045b910,mapK8,unknown,0,1420
0045c000,FUN_0045c000,unknown,0,196
0045c0d0,mapK9,unknown,0,1585
0045c8c0,mapK10,unknown,0,1665
0045cf80,mapP1,unknown,0,589
0045d260,mapP2,unknown,0,462
0045d430,FUN_0045d430,unknown,0,85
0045d4b0,mapP3,unknown,0,717
0045e630,FUN_0045e630,unknown,0,29
0045f190,FUN_0045f190,unknown,0,196
0045f260,mapP9,unknown,0,1985
0045fc00,mapP10,unknown,0,1494
00460270,UI_CheckConfirmQuit,unknown,0,51
004602f0,UI_CheckDialogAccepted,unknown,0,26
00460360,FUN_00460360,unknown,0,16
00460370,FUN_00460370,unknown,0,124
00460410,FUN_00460410,unknown,0,118
00460490,FUN_00460490,unknown,0,230
00460580,FUN_00460580,unknown,0,70
004605d0,DD_Pump,unknown,0,763
004608d0,FUN_004608d0,unknown,0,22
004608f0,DD_IsFlipping,unknown,0,13
00460900,DD_IsLost,unknown,0,13
00460910,Input_PollEventsUntil,unknown,0,63
00460950,FUN_00460950,unknown,0,117
004609d0,Render_Begin,unknown,0,52
00460a10,Render_FlipRect,unknown,0,60
00460a50,FUN_00460a50,unknown,0,146
00460af0,FUN_00460af0,unknown,0,43
00460b20,FUN_00460b20,unknown,0,143
00460bb0,FUN_00460bb0,unknown,0,82
00460c70,FUN_00460c70,unknown,0,53
00460cb0,FUN_00460cb0,unknown,0,195
00460d80,FUN_00460d80,unknown,0,282
00460ea0,Render_Present,unknown,0,229
00460f90,Render_Pump,unknown,0,107
00461000,Input_Flush,unknown,0,11
004610b0,FUN_004610b0,unknown,0,141
00461140,Device_GetParamA,unknown,0,36
00461170,Device_DoOp,unknown,0,46
004611a0,Device_GetParamB,unknown,0,253
004612a0,Device_SetParamA,unknown,0,49
004612e0,Device_UpdateRect,unknown,0,516
004614f0,nullsub_15,unknown,0,1
00461500,nullsub_23,unknown,0,1
00461510,nullsub_24,unknown,0,1
00461520,Input_Init,unknown,0,3
00461530,Input_Shutdown,unknown,0,3
00461540,DD_GetSurfacePitch,unknown,0,7
00461550,nullsub_22,unknown,0,1
00461560,nullsub_4,unknown,0,1
00461570,Input_IsKeyPressed,unknown,0,16
00461580,Input_IsAnyKeyPressed,unknown,0,32
004615a0,Input_PopKey,unknown,0,34
004615d0,Input_KeyToChar,unknown,0,115
00461650,Input_ClearKey,unknown,0,132
004616e0,Input_MouseInit,unknown,0,1
00461730,nullsub_5,unknown,0,1
00461740,Input_MousePresent,unknown,0,46
00461770,Input_MouseAcquire,unknown,0,46
004617a0,Render_DefaultRH,unknown,0,23
004617c0,Win_WndProc,unknown,0,602
00461a20,Win_CreateMainWindow,unknown,0,244
00461b30,FUN_00461b30,unknown,0,200
00461c00,Mem_Alloc,unknown,0,111
00461c70,j__nfree_,unknown,0,5
00461ce0,Win_BeginModeChange,unknown,0,176
00461d90,Win_EndModeChange,unknown,0,132
00461e20,Video_Avi_playIn,unknown,0,717
004620f0,FUN_004620f0,unknown,0,714
004623c0,FUN_004623c0,unknown,0,99
00462480,FUN_00462480,unknown,0,1034
00462890,FUN_00462890,unknown,0,32
004628b0,FUN_004628b0,unknown,0,139
0046293b,FUN_0046293b,unknown,0,166
004629e1,FUN_004629e1,unknown,0,298
00462b0b,FUN_00462b0b,unknown,0,207
00462be0,FUN_00462be0,unknown,0,10
00462ce0,FUN_00462ce0,unknown,0,26
00462d20,FUN_00462d20,unknown,0,12
00462d30,FUN_00462d30,unknown,0,3
00462d40,FUN_00462d40,unknown,0,3
00462d50,FUN_00462d50,unknown,0,12
00462d70,nullsub_25,unknown,0,1
00462d90,nullsub_26,unknown,0,1
00463070,FUN_00463070,unknown,0,116
00463220,FUN_00463220,unknown,0,630
004634a0,FUN_004634a0,unknown,0,150
004637b0,W?$ct_CAviDecompressor$n___,unknown,0,851
00463b10,W?$dt_CAviDecompressor$n___,unknown,0,12
00463b20,W?$ct_CAviDecompressor$n_pnapn$IDirectDrawSurface$$i__,unknown,0,868
00463e90,W?Init$_CAviDecompressor$n_pnapn$IDirectDrawSurface$$i_v,unknown,0,7
00463ea0,W?$ct_CAviDecompressor$n_pnapn$IDirectDrawSurface2$$i__,unknown,0,868
00464210,W?Init$_CAviDecompressor$n_pnapn$IDirectDrawSurface2$$i_v,unknown,0,7
00464220,W?Done$_CAviDecompressor$n__v,unknown,0,42
00464250,W?Frames$_CAviDecompressor$n_x__i,unknown,0,6
00464260,W?Fps$_CAviDecompressor$n_x__i,unknown,0,15
00464270,W?Start$_CAviDecompressor$n__v,unknown,0,7
00464280,W?Stop$_CAviDecompressor$n__v,unknown,0,7
00464290,W?IsPlaying$_CAviDecompressor$n_x__i,unknown,0,18
004642b0,W?Initialized$_CAviDecompressor$n_x__i,unknown,0,60
004642f0,W?WaitForNextFrame$_CAviDecompressor$n__v,unknown,0,36
00464320,W?Palette$_CAviDecompressor$n_x__pn$IDirectDrawPalette$$,unknown,0,9
00464330,W?Header$_CAviDecompressor$n_x__pn$tagBITMAPINFOHEADER$$,unknown,0,9
00464340,W?PixelSize$_CAviDecompressor$n_x__i,unknown,0,23
00464360,W?BPP$_CAviDecompressor$n_x__i,unknown,0,18
00464380,W?Width$_CAviDecompressor$n_x__i,unknown,0,12
00464390,W?Height$_CAviDecompressor$n_x__i,unknown,0,19
004643b0,W?DecodedFrame$_CAviDecompressor$n_x__i,unknown,0,9
004643c0,W?SetBackground$_CAviDecompressor$n_pn$tagRECT$$rn$CAbstractSurface$$_v,unknown,0,25
004643e0,W?InitClipRect$_CAviDecompressor$n_pn$tagRECT$$_v,unknown,0,19
00464400,W?UpdatePos$_CAviDecompressor$n_ii_v,unknown,0,7
00464410,W?UpdateRect$_CAviDecompressor$n_pn$tagRECT$$_v,unknown,0,7
00464420,W?Blit$_CAviDecompressor$n__v,unknown,0,22
00464440,W?BlitTo$_CAviDecompressor$n_ii_v,unknown,0,98
004644b0,W?StretchTo$_CAviDecompressor$n_pn$tagRECT$$_v,unknown,0,16
004644c0,W?GetRect$_CAviDecompressor$n_pn$tagRECT$$_v,unknown,0,19
004644e0,W?InitColorKeys$_CAviDecompressor$n_ulul_v,unknown,0,25
00464500,W?InitPos$_CAviDecompressor$n_ii_v,unknown,0,42
00464530,W?InitRect$_CAviDecompressor$n_pn$tagRECT$$_v,unknown,0,26
00464550,W?InitOverlays$_CAviDecompressor$n_q_v,unknown,0,21
00464570,W?TimeMs$_CAviDecompressor$n_x__l,unknown,0,66
004645c0,W?SumSleepTime$_CAviDecompressor$n_x__l,unknown,0,9
004645d0,W?PlayAvi$n_pnapn$IDirectDrawSurface$$iipn__ii_v,unknown,0,209
004646b0,W?PlayAviStretch$n_pnapn$IDirectDrawSurface$$pn$tagRECT$$pn__ii_v,unknown,0,204
00464780,W?PlayAvi$n_pnapn$IDirectDrawSurface2$$iipn__ii_v,unknown,0,209
00464860,W?PlayAviStretch$n_pnapn$IDirectDrawSurface2$$pn$tagRECT$$pn__ii_v,unknown,0,204
00464970,FUN_00464970,unknown,0,32
00464cc0,FUN_00464cc0,unknown,0,7
004651d0,StartAddress,unknown,0,901
00465560,FUN_00465560,unknown,0,77
004655b0,FUN_004655b0,unknown,0,181
00465670,AviPlayer_DecodeNextFrame,unknown,0,149
00465710,FUN_00465710,unknown,0,762
00465a10,AviPlayer_OpenAndPrepare,unknown,0,789
00465d30,FUN_00465d30,unknown,0,151
00465dd0,FUN_00465dd0,unknown,0,233
00465ec0,FUN_00465ec0,unknown,0,228
00465fb0,FUN_00465fb0,unknown,0,107
004660d0,FUN_004660d0,unknown,0,469
004662b0,FUN_004662b0,unknown,0,94
00466310,FUN_00466310,unknown,0,263
004664e0,FUN_004664e0,unknown,0,151
00466580,FUN_00466580,unknown,0,26
004665a0,FUN_004665a0,unknown,0,718
00466870,FUN_00466870,unknown,0,877
00466be0,FUN_00466be0,unknown,0,118
00466c60,FUN_00466c60,unknown,0,2082
004674a0,AviPlayer_Flip,unknown,0,485
00467de0,FUN_00467de0,unknown,0,213
00467ec0,FUN_00467ec0,unknown,0,138
00467f50,FUN_00467f50,unknown,0,263
00468060,AviPlayer_RenderFrame,unknown,0,341
004681c0,FUN_004681c0,unknown,0,875
00468530,FUN_00468530,unknown,0,864
00468890,FUN_00468890,unknown,0,785
00468bb0,FUN_00468bb0,unknown,0,136
00468c40,FUN_00468c40,unknown,0,457
00468e10,FUN_00468e10,unknown,0,1278
00469310,FUN_00469310,unknown,0,488
00469500,FUN_00469500,unknown,0,141
00469590,FUN_00469590,unknown,0,240
00469680,FUN_00469680,unknown,0,349
004697e0,FUN_004697e0,unknown,0,1045
00469c00,FUN_00469c00,unknown,0,129
00469c90,FUN_00469c90,unknown,0,454
00469e60,FUN_00469e60,unknown,0,134
00469fb0,FUN_00469fb0,unknown,0,88
0046a100,FUN_0046a100,unknown,0,15
0046a130,FUN_0046a130,unknown,0,7
0046a140,FUN_0046a140,unknown,0,11
0046a150,FUN_0046a150,unknown,0,4
0046a160,FUN_0046a160,unknown,0,7
0046a170,FUN_0046a170,unknown,0,4
0046a180,FUN_0046a180,unknown,0,6
0046a190,FUN_0046a190,unknown,0,7
0046a1d0,FUN_0046a1d0,unknown,0,16
0046a350,FUN_0046a350,unknown,0,4
0046a360,FUN_0046a360,unknown,0,6
0046a370,FUN_0046a370,unknown,0,15
0046a380,FUN_0046a380,unknown,0,39
0046a3b0,FUN_0046a3b0,unknown,0,11
0046a3c0,FUN_0046a3c0,unknown,0,11
0046a510,Audio_ReturnDSoundError,unknown,0,216
0046ab70,FUN_0046ab70,unknown,0,52
0046b110,Audio_MixInterleaved16,unknown,0,89
0046b169,FUN_0046b169,unknown,0,81
0046b200,FUN_0046b200,unknown,0,426
0046b610,FUN_0046b610,unknown,0,1328
0046d2b5,FUN_0046d2b5,unknown,0,28
0046d2d1,FUN_0046d2d1,unknown,0,26
0046d350,FUN_0046d350,unknown,0,27
0046d370,FUN_0046d370,unknown,0,19
0046d390,FUN_0046d390,unknown,0,13
0046d3a0,FUN_0046d3a0,unknown,0,178
0046d530,FUN_0046d530,unknown,0,18
0046d550,FUN_0046d550,unknown,0,109
0046d5c0,FUN_0046d5c0,unknown,0,81
0046d8d0,FUN_0046d8d0,unknown,0,133
0046d9f0,FUN_0046d9f0,unknown,0,3
0046da00,FUN_0046da00,unknown,0,352
0046db80,FUN_0046db80,unknown,0,95
0046dca0,FUN_0046dca0,unknown,0,241
0046def0,FUN_0046def0,unknown,0,35
0046df20,FUN_0046df20,unknown,0,233
0046e100,FUN_0046e100,unknown,0,52
0046e140,FUN_0046e140,unknown,0,100
0046e1b0,FUN_0046e1b0,unknown,0,111
0046e220,FUN_0046e220,unknown,0,20
0046e240,FUN_0046e240,unknown,0,34
0046e270,FUN_0046e270,unknown,0,89
0046e2d0,FUN_0046e2d0,unknown,0,114
0046e350,FUN_0046e350,unknown,0,162
0046e510,_CSS_PauseStreamReading@0,unknown,0,169
0046e5c0,_CSS_ResumeStreamReading@0,unknown,0,15
0046e5d0,FUN_0046e5d0,unknown,0,336
0046e870,_CSS_EmptySampleCache@0,unknown,0,150
0046e910,FUN_0046e910,unknown,0,140
0046e9a0,FUN_0046e9a0,unknown,0,235
0046ea90,FUN_0046ea90,unknown,0,230
0046eb80,FUN_0046eb80,unknown,0,301
0046ecb0,_CSS_ResumeStream@4,unknown,0,86
0046ed10,FUN_0046ed10,unknown,0,370
0046ee90,_CSS_LoadSample@4,unknown,0,93
0046eef0,_CSS_PlayMemSound@28,unknown,0,333
0046f040,_CSS_PlaySound@16,unknown,0,244
0046f140,_CSS_StopSound@8,unknown,0,148
0046f1e0,_CSS_GetSoundPos@4,unknown,0,158
0046f280,_CSS_SetSoundPos@8,unknown,0,408
0046f420,_CSS_PauseSound@8,unknown,0,99
0046f490,_CSS_ResumeSound@8,unknown,0,88
0046f4f0,_CSS_SetSoundLoop@12,unknown,0,140
0046f580,_CSS_GetSoundLoop@12,unknown,0,156
0046f620,_CSS_UnLoopSound@4,unknown,0,136
0046f6b0,W?CSS_SetSoundRate$n_iul_v,unknown,0,83
0046f710,_CSS_GetSoundRate@4,unknown,0,92
0046f770,_CSS_SetSoundVolume@12,unknown,0,96
0046f7d0,_CSS_GetSoundVolume@4,unknown,0,92
0046f830,_CSS_SetSoundPanning@8,unknown,0,83
0046f890,_CSS_GetSoundPanning@4,unknown,0,92
0046f8f0,_CSS_IsPlaying@4,unknown,0,84
0046f950,FUN_0046f950,unknown,0,261
0046fa60,FUN_0046fa60,unknown,0,271
0046fc30,FUN_0046fc30,unknown,0,19
0046fc50,FUN_0046fc50,unknown,0,47
0046fc80,FUN_0046fc80,unknown,0,206
0046fe10,_CSS_SetDirectSoundHWnd@4,unknown,0,12
0046fe20,_CSS_SetDeviceSearch@4,unknown,0,12
0046fe30,FUN_0046fe30,unknown,0,99
0046fea0,_CSS_SetMasterVolume@4,unknown,0,16
0046feb0,_CSS_SetDefaults@0,unknown,0,16
0046fec0,FUN_0046fec0,unknown,0,38
0046fef0,_CSS_Close@0,unknown,0,132
0046ff80,_CSS_SetFileSystem@4,unknown,0,12
0046ff90,_CSS_Init@16,unknown,0,433
00470150,FUN_00470150,unknown,0,142
004707c0,FUN_004707c0,unknown,0,35
004707f0,FUN_004707f0,unknown,0,515
00470a30,FUN_00470a30,unknown,0,12
00470a40,FUN_00470a40,unknown,0,12
00470a50,FUN_00470a50,unknown,0,12
00470a60,FUN_00470a60,unknown,0,139
00470af0,FUN_00470af0,unknown,0,216
00470bd0,FUN_00470bd0,unknown,0,31
00470c00,FUN_00470c00,unknown,0,90
00470c60,FUN_00470c60,unknown,0,46
00470c90,FUN_00470c90,unknown,0,50
00470cf0,FUN_00470cf0,unknown,0,10
00470d10,FUN_00470d10,unknown,0,151
00470dc0,FUN_00470dc0,unknown,0,157
00470e60,FUN_00470e60,unknown,0,83
00470ec0,FUN_00470ec0,unknown,0,124
00470f40,FUN_00470f40,unknown,0,79
00470f90,FUN_00470f90,unknown,0,73
00471030,FUN_00471030,unknown,0,55
00471070,FUN_00471070,unknown,0,55
004710b0,FUN_004710b0,unknown,0,71
00471100,FUN_00471100,unknown,0,233
004711f0,FUN_004711f0,unknown,0,111
00471260,FUN_00471260,unknown,0,56
004712a0,FUN_004712a0,unknown,0,76
004712f0,FUN_004712f0,unknown,0,93
00471350,FUN_00471350,unknown,0,66
004713a0,FUN_004713a0,unknown,0,129
00471430,FUN_00471430,unknown,0,69
00471480,FUN_00471480,unknown,0,146
00471560,FUN_00471560,unknown,0,147
00471610,FUN_00471610,unknown,0,144
00471800,FUN_00471800,unknown,0,76
00471890,FUN_00471890,unknown,0,118
00471910,FUN_00471910,unknown,0,57
00471990,FUN_00471990,unknown,0,153
00471a30,FUN_00471a30,unknown,0,259
00471b40,FUN_00471b40,unknown,0,17
00471ba0,FUN_00471ba0,unknown,0,74
00471bf0,FUN_00471bf0,unknown,0,80
00471c40,FUN_00471c40,unknown,0,18
00471c60,FUN_00471c60,unknown,0,59
00471ca0,FUN_00471ca0,unknown,0,103
00471d10,FUN_00471d10,unknown,0,207
00471de0,FUN_00471de0,unknown,0,177
00471f10,FUN_00471f10,unknown,0,116
00472120,FUN_00472120,unknown,0,104
00472190,FUN_00472190,unknown,0,42
004721c0,FUN_004721c0,unknown,0,106
00472230,FUN_00472230,unknown,0,240
00472320,FUN_00472320,unknown,0,186
00472480,__wcpp_4_ctor_array__,unknown,0,54
004724b6,_dos_getdrive_,unknown,0,1
004724e9,_dos_getdiskfree_,unknown,0,1
00472557,nullsub_6,unknown,0,1
00472558,FUN_00472558,unknown,0,44
00472584,FUN_00472584,unknown,0,37
004725b0,FUN_004725b0,unknown,0,103
00472620,FUN_00472620,unknown,0,145
004726c0,FUN_004726c0,unknown,0,52
00472700,unknown_libname_4,unknown,0,16
00472710,FUN_00472710,unknown,0,87
00472770,Mem_Realloc,unknown,0,132
00472800,FUN_00472800,unknown,0,6
00472810,FUN_00472810,unknown,0,6
00472860,FUN_00472860,unknown,0,139
004728f0,FUN_004728f0,unknown,0,134
00472980,FUN_00472980,unknown,0,57
004729c0,Mem_NewArray,unknown,0,57
00472a00,FUN_00472a00,unknown,0,93
00472a60,FUN_00472a60,unknown,0,93
00472b00,unknown_libname_5,unknown,0,16
00472b10,FUN_00472b10,unknown,0,6
00472b50,FUN_00472b50,unknown,0,347
00472cb0,FUN_00472cb0,unknown,0,191
00472d70,FUN_00472d70,unknown,0,202
00472e40,FUN_00472e40,unknown,0,177
00472f00,FUN_00472f00,unknown,0,390
00473090,FUN_00473090,unknown,0,91
004730fb,j_Mem_Alloc,unknown,0,5
00473100,__wcpp_4_ctor_array_storage_1m__,unknown,0,31
